Code,Axis,OfficialUnit,Units,UnitDimension,Category,ValueType,Name,Definition,Source,NumSlices,Temporal Resolution,AccumulationPeriod,Notes
elev,Altitude,m,m,𝐋,instantaneous,continuous,Elevation,Elevation above sea level,WorldClim,1,,,Derived from SRTM; distributed alongside climate data but not a climate variable
