Level,Name,Parts,Wraps,West,South,East,North,AreaKm2,Part1Area,Part1West,Part1South,Part1East,Part1North,Part2Area,Part2West,Part2South,Part2East,Part2North,Part3Area,Part3West,Part3South,Part3East,Part3North,Part4Area,Part4West,Part4South,Part4East,Part4North,Part5Area,Part5West,Part5South,Part5East,Part5North
CONTINENT,Africa,70,false,-25.361,-46.966,51.418,37.346,2.98907e7,2.92807e7,-17.537,-34.822,51.418,37.346,592482.0,43.222,-25.599,50.504,-11.943,1985.6,8.422,3.197,8.964,3.773,1556.84,39.177,-6.463,39.575,-5.718,1024.67,43.213,-11.933,43.499,-11.361
CONTINENT,Antarctica,179,false,-180.0,-90.0,180.0,-60.516,1.23582e7,1.21577e7,-180.0,-90.0,180.0,-63.214,48169.6,-75.439,-72.675,-68.161,-68.78,45479.8,-54.413,-80.878,-42.936,-77.772,11287.1,-102.324,-72.584,-95.428,-71.756,7860.64,-164.327,-79.855,-158.953,-78.706
CONTINENT,Asia,858,false,25.663,-12.2,153.986,55.435,3.11831e7,2.82072e7,26.069,1.27,134.773,55.435,730587.0,108.855,-4.185,119.279,7.027,427977.0,95.197,-5.931,106.08,5.655,381927.0,130.948,-9.107,140.978,-0.347,229140.0,130.861,33.433,142.071,41.547
CONTINENT,Europe,750,true,-68.418,-54.463,-168.994,81.859,2.29794e7,2.1852e7,-9.498,36.006,180.0,77.738,218624.0,-6.237,49.959,1.772,58.678,110411.0,-180.0,64.24,-169.641,68.983,102362.0,-24.54,63.396,-13.502,66.537,83416.0,-10.479,51.445,-5.43,55.387
CONTINENT,North America,1135,true,166.619,-0.389,-11.376,83.635,2.42691e7,2.0168e7,-168.138,7.205,-55.616,72.003,2.11222e6,-73.058,59.987,-11.376,83.635,514388.0,-90.119,61.858,-61.267,73.856,220425.0,-119.138,68.454,-100.872,73.385,198129.0,-91.957,76.129,-61.085,83.117
CONTINENT,Oceania,545,true,112.919,-54.751,-124.778,20.556,8.51306e6,7.5987e6,113.156,-39.145,153.631,-10.687,400121.0,140.849,-10.702,150.875,-2.589,150335.0,166.466,-46.682,174.327,-40.502,113968.0,172.674,-41.621,178.567,-34.397,64338.7,144.605,-43.642,148.365,-40.64
CONTINENT,Seven seas (open ocean),251,false,-109.235,-59.473,77.586,10.312,14575.8,6587.01,68.748,-49.722,70.569,-48.654,3609.51,-38.033,-54.888,-35.784,-53.972,1901.15,57.303,-20.518,57.796,-19.979,394.833,73.236,-53.193,73.813,-52.961,194.393,69.192,-49.095,69.412,-48.884
CONTINENT,South America,283,false,-109.454,-55.919,-28.877,15.703,1.76182e7,1.74291e7,-81.338,-53.887,-34.793,12.469,47137.2,-72.008,-55.053,-65.141,-52.451,38765.2,-50.814,-1.833,-48.366,-0.099,8130.75,-74.408,-43.424,-73.374,-41.77,6302.41,-59.722,-52.342,-57.734,-51.248
REGION_UN,Africa,135,false,-25.361,-53.193,105.715,37.346,2.99013e7,2.92807e7,-17.537,-34.822,51.418,37.346,592482.0,43.222,-25.599,50.504,-11.943,6587.01,68.748,-49.722,70.569,-48.654,1985.6,8.422,3.197,8.964,3.773,1901.15,57.303,-20.518,57.796,-19.979
REGION_UN,Americas,1417,true,172.476,-59.473,-11.376,83.635,4.18913e7,3.75971e7,-168.138,-53.887,-34.793,72.003,2.11222e6,-73.058,59.987,-11.376,83.635,514388.0,-90.119,61.858,-61.267,73.856,220425.0,-119.138,68.454,-100.872,73.385,198129.0,-91.957,76.129,-61.085,83.117
REGION_UN,Antarctica,179,false,-180.0,-90.0,180.0,-60.516,1.23582e7,1.21577e7,-180.0,-90.0,180.0,-63.214,48169.6,-75.439,-72.675,-68.161,-68.78,45479.8,-54.413,-80.878,-42.936,-77.772,11287.1,-102.324,-72.584,-95.428,-71.756,7860.64,-164.327,-79.855,-158.953,-78.706
REGION_UN,Asia,1031,false,25.663,-10.923,153.986,55.435,3.11831e7,2.82072e7,26.069,1.27,134.773,55.435,730587.0,108.855,-4.185,119.279,7.027,427977.0,95.197,-5.931,106.08,5.655,381927.0,130.948,-9.107,140.978,-0.347,229140.0,130.861,33.433,142.071,41.547
REGION_UN,Europe,750,true,-68.418,-54.463,-168.994,81.859,2.29794e7,2.1852e7,-9.498,36.006,180.0,77.738,218624.0,-6.237,49.959,1.772,58.678,110411.0,-180.0,64.24,-169.641,68.983,102362.0,-24.54,63.396,-13.502,66.537,83416.0,-10.479,51.445,-5.43,55.387
REGION_UN,Oceania,558,true,112.919,-54.751,-75.002,28.216,8.51308e6,7.5987e6,113.156,-39.145,153.631,-10.687,400121.0,140.849,-10.702,150.875,-2.589,150335.0,166.466,-46.682,174.327,-40.502,113968.0,172.674,-41.621,178.567,-34.397,64338.7,144.605,-43.642,148.365,-40.64
SUBREGION,Antarctica,179,false,-180.0,-90.0,180.0,-60.516,1.23582e7,1.21577e7,-180.0,-90.0,180.0,-63.214,48169.6,-75.439,-72.675,-68.161,-68.78,45479.8,-54.413,-80.878,-42.936,-77.772,11287.1,-102.324,-72.584,-95.428,-71.756,7860.64,-164.327,-79.855,-158.953,-78.706
SUBREGION,Australia and New Zealand,123,true,112.919,-54.751,-171.185,-8.543,7.95971e6,7.5987e6,113.156,-39.145,153.631,-10.687,150335.0,166.466,-46.682,174.327,-40.502,113968.0,172.674,-41.621,178.567,-34.397,64338.7,144.605,-43.642,148.365,-40.64,5817.76,130.365,-11.934,131.539,-11.153
SUBREGION,Caribbean,151,false,-84.95,10.042,-59.426,26.929,228493.0,105810.0,-84.95,19.827,-74.132,23.213,74219.4,-74.49,17.604,-68.328,19.946,11032.9,-78.375,17.703,-76.187,18.526,8780.37,-67.271,17.922,-65.591,18.523,4832.09,-61.929,10.042,-60.907,10.846
SUBREGION,Central America,89,false,-118.369,5.515,-77.163,32.713,2.4761e6,2.4685e6,-117.126,7.205,-77.163,32.713,1212.37,-112.584,28.746,-112.195,29.247,934.793,-113.594,28.984,-113.102,29.55,490.227,-81.883,7.321,-81.588,7.645,478.987,-87.023,20.26,-86.735,20.596
SUBREGION,Central Asia,8,false,46.478,35.14,87.324,55.435,3.98068e6,3.98016e6,46.478,35.14,87.324,55.435,111.855,52.552,45.396,52.703,45.528,88.0754,49.719,46.21,49.842,46.358,84.6226,49.986,44.817,50.19,45.08,75.9115,53.026,38.755,53.103,39.098
SUBREGION,Eastern Africa,48,false,21.979,-26.861,63.494,18.005,7.00545e6,6.40412e6,21.979,-26.861,51.418,18.005,592482.0,43.222,-25.599,50.504,-11.943,1901.15,57.303,-20.518,57.796,-19.979,1556.84,39.177,-6.463,39.575,-5.718,1024.67,43.213,-11.933,43.499,-11.361
SUBREGION,Eastern Asia,253,false,73.602,15.775,153.986,53.57,1.15716e7,1.11173e7,73.602,20.238,134.773,53.57,229140.0,130.861,33.433,142.071,41.547,78318.3,139.767,41.401,145.825,45.521,36951.0,129.552,31.003,132.085,33.967,35857.6,120.052,21.904,122.006,25.288
SUBREGION,Eastern Europe,215,true,12.076,41.192,-168.994,81.859,1.86759e7,1.82673e7,12.076,41.192,180.0,77.738,110411.0,-180.0,64.24,-169.641,68.983,75494.2,141.639,45.9,144.757,54.427,46845.4,53.631,73.243,69.034,77.014,33096.3,51.401,70.544,57.639,73.426
SUBREGION,Melanesia,188,true,140.849,-22.671,-178.216,-1.346,542414.0,400121.0,140.849,-10.702,150.875,-2.589,35831.5,148.324,-6.322,152.418,-4.142,16544.2,163.986,-22.396,167.035,-20.083,10893.3,177.251,-18.274,178.712,-17.3,8712.59,154.698,-6.877,155.968,-5.426
SUBREGION,Micronesia,100,true,131.131,-11.462,-151.78,20.556,3412.73,564.205,144.624,13.241,144.953,13.655,436.467,-157.582,1.709,-157.174,2.035,351.024,134.482,7.355,134.664,7.735,340.645,158.125,6.788,158.339,6.979,132.438,145.682,15.096,145.824,15.273
SUBREGION,Middle Africa,9,false,5.611,-18.032,31.281,23.445,6.55104e6,6.54768e6,8.505,-18.032,31.281,23.445,1985.6,8.422,3.197,8.964,3.773,880.889,6.461,0.024,6.761,0.411,156.267,7.329,1.531,7.463,1.7,125.585,8.949,-0.763,9.042,-0.592
SUBREGION,Northern Africa,12,false,-17.105,8.681,38.604,37.346,7.63016e6,7.62928e6,-17.105,8.681,38.604,37.346,496.054,10.727,33.64,11.061,33.897,110.641,11.122,34.663,11.305,34.826,60.8644,34.489,27.917,34.621,28.017,49.9058,33.913,27.448,34.052,27.537
SUBREGION,Northern America,884,true,172.476,18.906,-11.376,83.635,2.15645e7,1.76995e7,-168.138,25.121,-55.616,72.003,2.11222e6,-73.058,59.987,-11.376,83.635,514388.0,-90.119,61.858,-61.267,73.856,220425.0,-119.138,68.454,-100.872,73.385,198129.0,-91.957,76.129,-61.085,83.117
SUBREGION,Northern Europe,326,false,-24.54,-54.463,33.641,80.771,1.79799e6,1.07414e6,4.926,55.342,31.57,71.128,218624.0,-6.237,49.959,1.772,58.678,171006.0,20.968,53.886,28.218,59.671,102362.0,-24.54,63.396,-13.502,66.537,83416.0,-10.479,51.445,-5.43,55.387
SUBREGION,Polynesia,134,true,176.125,-27.642,-124.778,-5.677,7516.97,1645.49,-172.783,-13.806,-172.175,-13.462,1134.93,-172.064,-14.053,-171.437,-13.805,1035.25,-149.643,-17.87,-149.149,-17.494,340.835,-139.174,-9.855,-138.814,-9.694,336.161,-140.262,-8.954,-140.014,-8.781
SUBREGION,Seven seas (open ocean),57,true,-75.031,-59.473,-160.008,28.216,11785.3,6587.01,68.748,-49.722,70.569,-48.654,3609.51,-38.033,-54.888,-35.784,-53.972,394.833,73.236,-53.193,73.813,-52.961,194.393,69.192,-49.095,69.412,-48.884,140.575,51.656,-46.452,51.869,-46.327
SUBREGION,South America,283,false,-109.454,-55.919,-28.877,15.703,1.76182e7,1.74291e7,-81.338,-53.887,-34.793,12.469,47137.2,-72.008,-55.053,-65.141,-52.451,38765.2,-50.814,-1.833,-48.366,-0.099,8130.75,-74.408,-43.424,-73.374,-41.77,6302.41,-59.722,-52.342,-57.734,-51.248
SUBREGION,South-Eastern Asia,477,false,92.174,-10.923,140.978,28.539,4.438e6,2.03709e6,92.174,1.27,109.473,28.539,730587.0,108.855,-4.185,119.279,7.027,427977.0,95.197,-5.931,106.08,5.655,381927.0,130.948,-9.107,140.978,-0.347,170046.0,118.757,-5.704,125.25,1.745
SUBREGION,Southern Africa,3,false,11.717,-46.966,37.978,-16.951,2.66879e6,2.66847e6,11.717,-34.822,32.894,-16.951,276.031,37.575,-46.966,37.896,-46.822,43.8529,37.861,-46.655,37.978,-46.598,,,,,,,,,,
SUBREGION,Southern Asia,249,false,44.014,-0.689,97.363,39.772,6.68129e6,6.60227e6,44.014,8.075,97.363,39.772,65966.2,79.696,5.923,81.891,9.83,4259.86,92.524,11.494,93.081,13.579,1460.62,55.273,26.543,56.288,27.003,1299.46,90.553,21.992,90.856,22.788
SUBREGION,Southern Europe,166,false,-31.285,27.642,28.24,47.086,1.31482e6,637984.0,6.602,36.39,26.637,47.086,582654.0,-9.498,36.006,3.318,43.794,25628.3,12.427,36.654,15.652,38.303,23860.7,8.133,38.864,9.827,41.263,8285.89,23.518,34.931,26.322,35.687
SUBREGION,Western Africa,35,false,-25.361,-40.398,15.971,27.286,6.03806e6,6.03116e6,-17.537,4.272,15.971,27.286,961.382,-23.793,14.907,-23.443,15.333,741.664,-25.361,16.917,-24.971,17.197,635.576,-22.964,15.982,-22.666,16.244,621.527,-12.952,7.389,-12.492,7.64
SUBREGION,Western Asia,48,false,25.663,12.111,59.845,43.576,4.51153e6,4.4704e6,26.069,12.598,59.845,43.576,23386.6,26.033,40.049,29.11,42.098,9281.57,32.271,34.568,34.593,35.692,3621.13,53.306,12.3,54.541,12.715,703.898,48.046,29.599,48.36,29.996
SUBREGION,Western Europe,52,false,-68.418,-21.371,55.855,55.066,1.19069e6,1.0898e6,-4.785,42.325,17.149,54.906,83183.7,-54.616,2.11,-51.649,5.745,8665.58,8.545,41.365,9.56,43.018,2582.42,55.225,-21.371,55.855,-20.861,1097.46,-61.229,14.408,-60.81,14.877
REGION_WB,Antarctica,191,false,-180.0,-90.0,180.0,-53.972,1.23621e7,1.21577e7,-180.0,-90.0,180.0,-63.214,48169.6,-75.439,-72.675,-68.161,-68.78,45479.8,-54.413,-80.878,-42.936,-77.772,11287.1,-102.324,-72.584,-95.428,-71.756,7860.64,-164.327,-79.855,-158.953,-78.706
REGION_WB,East Asia & Pacific,1289,true,73.602,-54.751,-75.002,53.57,2.45228e7,1.31544e7,73.602,1.27,134.773,53.57,7.5987e6,113.156,-39.145,153.631,-10.687,782048.0,130.948,-10.702,150.875,-0.347,730587.0,108.855,-4.185,119.279,7.027,427977.0,95.197,-5.931,106.08,5.655
REGION_WB,Europe & Central Asia,890,true,-73.058,-54.463,-168.994,83.635,3.00889e7,2.67971e7,-9.498,35.14,180.0,77.738,2.11222e6,-73.058,59.987,-11.376,83.635,218624.0,-6.237,49.959,1.772,58.678,110411.0,-180.0,64.24,-169.641,68.983,102362.0,-24.54,63.396,-13.502,66.537
REGION_WB,Latin America & Caribbean,522,false,-118.369,-55.919,-28.877,32.713,2.03228e7,1.98976e7,-117.126,-53.887,-34.793,32.713,105810.0,-84.95,19.827,-74.132,23.213,74219.4,-74.49,17.604,-68.328,19.946,47137.2,-72.008,-55.053,-65.141,-52.451,38765.2,-50.814,-1.833,-48.366,-0.099
REGION_WB,Middle East & North Africa,64,false,-17.105,10.929,63.32,39.772,1.0956e7,1.09232e7,-17.105,12.598,63.32,39.772,21848.0,41.749,10.929,43.419,12.708,3621.13,53.306,12.3,54.541,12.715,1460.62,55.273,26.543,56.288,27.003,703.898,48.046,29.599,48.36,29.996
REGION_WB,North America,756,true,172.476,18.906,-52.616,83.117,1.94101e7,1.76995e7,-168.138,25.121,-55.616,72.003,514388.0,-90.119,61.858,-61.267,73.856,220425.0,-119.138,68.454,-100.872,73.385,198129.0,-91.957,76.129,-61.085,83.117,109320.0,-59.406,46.618,-52.616,51.628
REGION_WB,South Asia,238,false,60.486,-0.689,97.363,38.474,5.05878e6,4.9816e6,60.486,8.075,97.363,38.474,65966.2,79.696,5.923,81.891,9.83,4259.86,92.524,11.494,93.081,13.579,1299.46,90.553,21.992,90.856,22.788,969.69,93.649,6.745,93.93,7.242
REGION_WB,Sub-Saharan Africa,122,false,-25.361,-53.193,77.586,27.286,2.41048e7,2.34852e7,-17.537,-34.822,51.418,27.286,592482.0,43.222,-25.599,50.504,-11.943,6587.01,68.748,-49.722,70.569,-48.654,1985.6,8.422,3.197,8.964,3.773,1901.15,57.303,-20.518,57.796,-19.979
SOVEREIGNT,Afghanistan,1,false,60.486,29.386,74.893,38.474,642181.0,642181.0,60.486,29.386,74.893,38.474,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Albania,1,false,19.272,39.637,21.037,42.655,28335.8,28335.8,19.272,39.637,21.037,42.655,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Algeria,1,false,-8.683,18.975,11.969,37.094,2.30886e6,2.30886e6,-8.683,18.975,11.969,37.094,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Andorra,1,false,1.406,42.428,1.766,42.65,452.239,452.239,1.406,42.428,1.766,42.65,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Angola,3,false,11.669,-18.032,24.062,-4.391,1.24465e6,1.23787e6,11.735,-18.032,24.062,-5.841,6701.71,12.009,-5.764,13.074,-4.391,84.4009,11.669,-16.706,11.739,-16.5,,,,,,,,,,
SOVEREIGNT,Antarctica,179,false,-180.0,-90.0,180.0,-60.516,1.23582e7,1.21577e7,-180.0,-90.0,180.0,-63.214,48169.6,-75.439,-72.675,-68.161,-68.78,45479.8,-54.413,-80.878,-42.936,-77.772,11287.1,-102.324,-72.584,-95.428,-71.756,7860.64,-164.327,-79.855,-158.953,-78.706
SOVEREIGNT,Antigua and Barbuda,3,false,-62.349,16.931,-61.667,17.728,451.85,281.942,-61.895,16.989,-61.667,17.169,169.539,-61.874,17.545,-61.727,17.728,0.36913,-62.349,16.931,-62.342,16.941,,,,,,,,,,
SOVEREIGNT,Argentina,8,false,-73.573,-55.053,-53.661,-21.786,2.7829e6,2.76123e6,-73.573,-52.391,-53.661,-21.786,20552.5,-68.642,-55.053,-65.141,-52.639,499.264,-64.759,-54.904,-63.812,-54.705,229.265,-62.238,-40.565,-62.028,-40.374,172.847,-62.099,-39.241,-61.859,-39.085
SOVEREIGNT,Armenia,2,false,43.436,38.863,46.603,41.291,29588.2,29553.0,43.436,38.863,46.603,41.291,35.2439,45.471,40.601,45.561,40.661,,,,,,,,,,,,,,,
SOVEREIGNT,Australia,101,false,73.236,-54.751,167.997,-9.24,7.69172e6,7.5987e6,113.156,-39.145,153.631,-10.687,64338.7,144.605,-43.642,148.365,-40.64,5817.76,130.365,-11.934,131.539,-11.153,4463.47,136.532,-36.083,138.13,-35.582,2307.13,136.324,-14.299,136.979,-13.647
SOVEREIGNT,Austria,1,false,9.521,46.378,17.149,49.01,83993.2,83993.2,9.521,46.378,17.149,49.01,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Azerbaijan,6,false,44.774,38.392,50.626,41.891,86249.9,81390.6,45.002,38.392,50.392,41.891,4782.87,44.774,38.862,46.136,39.771,26.8109,44.96,41.023,45.03,41.083,26.1924,50.326,40.399,50.397,40.482,16.0301,50.562,40.299,50.626,40.338
SOVEREIGNT,Bahrain,7,false,50.38,25.579,50.82,26.288,688.118,584.947,50.448,25.789,50.646,26.243,42.7155,50.737,25.579,50.801,25.732,32.0991,50.599,26.202,50.685,26.288,19.4847,50.38,26.119,50.424,26.175,5.6449,50.785,25.63,50.817,25.653
SOVEREIGNT,Bajo Nuevo Bank (Petrel Is.),1,false,-79.99,15.794,-79.986,15.797,0.0358638,0.0358638,-79.99,15.794,-79.986,15.797,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Bangladesh,22,false,88.021,20.738,92.643,26.624,136904.0,133774.0,88.021,20.738,92.643,26.624,1299.46,90.553,21.992,90.856,22.788,330.582,91.005,22.089,91.187,22.392,301.896,91.847,21.48,91.984,21.782,198.315,90.455,22.711,90.679,22.882
SOVEREIGNT,Barbados,1,false,-59.655,13.051,-59.426,13.345,444.223,444.223,-59.655,13.051,-59.426,13.345,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Belarus,1,false,23.165,51.235,32.72,56.157,207499.0,207499.0,23.165,51.235,32.72,56.157,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Belgium,1,false,2.521,49.495,6.375,51.497,30669.5,30669.5,2.521,49.495,6.375,51.497,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Belize,10,false,-89.237,15.879,-87.783,18.491,22299.4,22010.2,-89.237,15.879,-88.083,18.491,109.906,-88.01,17.902,-87.847,18.17,91.5241,-87.941,17.278,-87.783,17.546,26.6794,-88.168,17.669,-88.071,17.735,22.4183,-87.839,17.292,-87.797,17.4
SOVEREIGNT,Benin,1,false,0.759,6.213,3.838,12.4,116113.0,116113.0,0.759,6.213,3.838,12.4,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Bhutan,1,false,88.73,26.696,92.089,28.359,40421.3,40421.3,88.73,26.696,92.089,28.359,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Bir Tawil,1,false,33.181,21.71,34.085,21.996,2019.46,2019.46,33.181,21.71,34.085,21.996,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Bolivia,1,false,-69.667,-22.898,-57.465,-9.679,1.08681e6,1.08681e6,-69.667,-22.898,-57.465,-9.679,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Bosnia and Herzegovina,1,false,15.716,42.559,19.619,45.285,51826.7,51826.7,15.716,42.559,19.619,45.285,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Botswana,1,false,19.978,-26.892,29.351,-17.781,579029.0,579029.0,19.978,-26.892,29.351,-17.781,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Brazil,43,false,-74.019,-33.743,-28.877,5.268,8.47266e6,8.41812e6,-74.019,-33.743,-34.793,5.268,38765.2,-50.814,-1.833,-48.366,-0.099,3964.38,-51.955,-1.484,-51.149,-0.518,2291.76,-50.384,-0.053,-49.528,0.387,1125.15,-51.039,-0.331,-50.627,0.047
SOVEREIGNT,Brazilian Island,1,false,-57.643,-30.194,-57.602,-30.182,2.82463,2.82463,-57.643,-30.194,-57.602,-30.182,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Brunei,2,false,113.998,4.016,115.361,5.058,5716.64,4417.71,113.998,4.016,115.104,5.058,1298.93,115.022,4.313,115.361,4.909,,,,,,,,,,,,,,,
SOVEREIGNT,Bulgaria,1,false,22.345,41.238,28.604,44.229,112760.0,112760.0,22.345,41.238,28.604,44.229,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Burkina Faso,1,false,-5.523,9.391,2.391,15.08,272769.0,272769.0,-5.523,9.391,2.391,15.08,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Burundi,1,false,28.986,-4.464,30.834,-2.303,27041.2,27041.2,28.986,-4.464,30.834,-2.303,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Cabo Verde,11,false,-25.361,14.803,-22.666,17.197,3926.72,961.382,-23.793,14.907,-23.443,15.333,741.664,-25.361,16.917,-24.971,17.197,635.576,-22.964,15.982,-22.666,16.244,460.234,-24.527,14.815,-24.292,15.046,335.782,-24.431,16.482,-24.032,16.682
SOVEREIGNT,Cambodia,6,false,102.313,10.415,107.611,14.705,181060.0,180798.0,102.313,10.415,107.611,14.705,103.027,102.981,11.255,103.049,11.427,70.384,103.198,10.672,103.319,10.783,33.6291,103.743,10.453,103.806,10.517,32.421,102.995,11.426,103.051,11.53
SOVEREIGNT,Cameroon,1,false,8.505,1.654,16.208,13.082,464318.0,464318.0,8.505,1.654,16.208,13.082,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Canada,412,false,-141.006,41.669,-52.616,83.117,9.94563e6,8.13806e6,-141.006,41.669,-55.616,72.003,514388.0,-90.119,61.858,-61.267,73.856,220425.0,-119.138,68.454,-100.872,73.385,203079.0,-74.713,43.47,-60.968,49.267,198129.0,-91.957,76.129,-61.085,83.117
SOVEREIGNT,Central African Republic,1,false,14.387,2.236,27.442,11.001,617984.0,617984.0,14.387,2.236,27.442,11.001,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Chad,1,false,13.449,7.455,23.985,23.445,1.26628e6,1.26628e6,13.449,7.455,23.985,23.445,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Chile,163,false,-109.454,-55.919,-66.42,-17.506,736595.0,648334.0,-75.712,-53.887,-67.013,-17.506,26556.3,-72.008,-54.949,-68.627,-52.451,8130.75,-74.408,-43.424,-73.374,-41.77,5731.54,-75.469,-50.054,-74.42,-48.678,4021.3,-70.032,-55.717,-67.965,-54.928
SOVEREIGNT,China,75,false,73.602,15.775,134.773,53.57,9.37628e6,9.33668e6,73.602,20.238,134.773,53.57,33840.7,108.615,18.169,111.035,20.164,1254.97,121.176,31.439,121.987,31.842,436.125,121.963,29.933,122.328,30.149,251.987,110.245,20.937,110.548,21.096
SOVEREIGNT,Colombia,11,false,-81.724,-4.237,-66.875,13.579,1.13512e6,1.13455e6,-79.022,-4.237,-66.875,12.469,174.024,-78.217,2.504,-78.096,2.688,157.86,-77.55,4.196,-77.271,4.342,75.8893,-77.886,2.601,-77.754,2.725,71.8659,-77.921,2.577,-77.785,2.698
SOVEREIGNT,Comoros,3,false,43.213,-12.381,44.53,-11.361,1672.23,1024.67,43.213,-11.933,43.499,-11.361,448.593,44.206,-12.381,44.53,-12.064,198.961,43.629,-12.374,43.862,-12.236,,,,,,,,,,
SOVEREIGNT,Costa Rica,4,false,-87.118,5.515,-82.562,11.21,51151.0,51093.2,-85.947,8.034,-82.562,11.21,38.609,-85.2,10.074,-85.097,10.125,15.7604,-87.118,5.515,-87.064,5.558,3.46192,-83.897,8.698,-83.869,8.714,,,,,
SOVEREIGNT,Croatia,25,false,13.501,42.416,19.408,46.547,55023.3,51491.6,13.501,42.942,19.408,46.547,750.086,17.001,42.416,18.498,43.052,406.788,14.277,44.618,14.535,45.176,397.571,14.425,44.943,14.815,45.25,385.236,16.405,43.263,16.893,43.395
SOVEREIGNT,Cuba,41,false,-84.95,19.827,-74.132,23.266,109995.0,105810.0,-84.95,19.827,-74.132,23.213,2254.41,-83.192,21.437,-82.54,21.949,347.22,-77.95,21.91,-77.624,22.103,340.235,-78.697,22.418,-78.278,22.562,214.245,-78.313,22.266,-78.01,22.438
SOVEREIGNT,Cyprus,4,false,32.271,34.625,34.1,35.188,5395.04,5197.93,32.271,34.625,33.703,35.188,193.558,33.799,34.958,34.1,35.074,2.07747,33.759,34.976,33.795,34.991,1.47344,33.738,35.001,33.753,35.016,,,,,
SOVEREIGNT,Cyprus No Mans Area,3,false,32.584,34.977,34.022,35.2,340.999,316.714,32.691,34.977,33.716,35.2,12.4328,33.898,35.047,34.022,35.07,11.852,32.584,35.151,32.66,35.189,,,,,,,,,,
SOVEREIGNT,Czechia,1,false,12.076,48.557,18.838,51.041,78759.0,78759.0,12.076,48.557,18.838,51.041,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Democratic Republic of the Congo,2,false,12.21,-13.459,31.281,5.376,2.32524e6,2.32512e6,12.21,-13.459,31.281,5.376,118.283,12.745,-5.961,12.995,-5.868,,,,,,,,,,,,,,,
SOVEREIGNT,Denmark,154,false,-73.058,54.568,15.152,83.635,2.1984e6,2.11222e6,-73.058,59.987,-11.376,83.635,28625.4,8.094,54.801,10.965,57.752,8640.47,-54.993,69.235,-51.836,70.325,7587.43,10.875,54.568,12.622,56.129,3812.82,-28.138,70.43,-25.283,71.087
SOVEREIGNT,Djibouti,1,false,41.749,10.929,43.419,12.708,21848.0,21848.0,41.749,10.929,43.419,12.708,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Dominica,1,false,-61.489,15.201,-61.249,15.634,730.312,730.312,-61.489,15.201,-61.249,15.634,,,,,,,,,,,,,,,,,,,,
SOVEREIGNT,Dominican Republic,3,false,-72.01,17.545,-68.328,19.938,48439.9,48281.6,-72.01,17.604,-68.328,19.938,121.186,-68.787,18.107,-68.57,18.201,37.1212,-71.542,17.545,-71.467,17.622,,,,,,,,,,
SOVEREIGNT,East Timor,3,false,124.03,-9.502,127.314,-8.135,15082.2,14192.8,124.907,-9.486,127.314,-8.309,739.402,124.03,-9.502,124.452,-9.18,149.964,125.503,-8.318,125.651,-8.135,,,,,,,,,,
SOVEREIGNT,Ecuador,16,false,-92.012,-5.012,-75.227,1.665,255014.0,246171.0,-81.014,-5.012,-75.227,1.435,4625.16,-91.607,-1.031,-90.791,0.154,956.709,-90.547,-0.78,-90.18,-0.483,942.459,-80.272,-3.035,-79.902,-2.662,594.641,-91.672,-0.491,-91.396,-0.249
SOVEREIGNT,Egypt,8,false,24.688,21.994,36.9,31.657,1.00106e6,1.00087e6,24.688,21.994,36.9,31.657,60.8644,34.489,27.917,34.621,28.017,49.9058,33.913,27.448,34.052,27.537,29.5707,34.661,27.908,34.733,27.959,20.3936,32.934,31.147,33.263,31.241
SOVEREIGNT,El Salvador,3,false,-90.115,13.158,-87.693,14.446,20539.4,20516.2,-90.115,13.158,-87.703,14.446,15.7031,-87.729,13.163,-87.693,13.217,7.57467,-87.781,13.214,-87.751,13.249,,,,,,,,,,
SOVEREIGNT,Equatorial Guinea,3,false,5.611,-1.476,11.337,3.773,26671.7,24671.9,9.346,0.924,11.337,2.342,1985.6,8.422,3.197,8.964,3.773,14.1818,5.611,-1.476,5.647,-1.415,,,,,,,,,,
