Level,Name,Parts,Wraps,West,South,East,North,AreaKm2,Part1Area,Part1West,Part1South,Part1East,Part1North,Part2Area,Part2West,Part2South,Part2East,Part2North,Part3Area,Part3West,Part3South,Part3East,Part3North,Part4Area,Part4West,Part4South,Part4East,Part4North,Part5Area,Part5West,Part5South,Part5East,Part5North
SUBUNIT,Northern Cyprus,2,false,32.601,35.002,34.593,35.692,3319.43,3313.69,32.71,35.002,34.593,35.692,5.74342,32.601,35.163,32.641,35.188,,,,,,,,,,,,,,,
SUBUNIT,Northern Ireland,2,false,-8.174,54.034,-5.43,55.312,14251.2,14238.7,-8.174,54.034,-5.43,55.249,12.4997,-6.284,55.262,-6.171,55.312,,,,,,,,,,,,,,,
SUBUNIT,Northern Mariana Islands,12,false,144.902,14.11,145.869,20.556,579.305,132.438,145.682,15.096,145.824,15.273,109.966,145.577,14.915,145.668,15.083,96.9854,145.119,14.11,145.291,14.203,90.1658,145.713,18.053,145.84,18.176,62.614,145.632,18.722,145.71,18.809
SUBUNIT,Norway,96,false,4.643,57.993,31.077,71.166,319478.0,302210.0,4.926,57.993,31.077,71.128,2133.17,14.986,68.253,16.577,68.971,1561.1,16.773,69.008,18.099,69.604,828.906,14.369,68.578,15.398,69.016,734.735,21.95,70.472,23.485,70.867
SUBUNIT,Oecussi,1,false,124.03,-9.502,124.452,-9.18,739.402,739.402,124.03,-9.502,124.452,-9.18,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Oman,6,false,51.978,16.642,59.845,26.386,311213.0,308808.0,51.978,16.642,59.845,24.979,1579.32,56.077,25.613,56.512,26.386,655.736,58.635,20.17,58.954,20.698,98.1838,56.206,25.211,56.35,25.332,60.8028,55.964,17.49,56.096,17.56
SUBUNIT,Pakistan,2,false,60.844,23.694,77.049,37.055,872939.0,872903.0,60.844,23.694,77.049,37.055,36.0725,67.375,24.007,67.486,24.063,,,,,,,,,,,,,,,
SUBUNIT,Palau,9,false,131.131,2.949,134.728,8.097,491.931,351.024,134.482,7.355,134.664,7.735,36.2985,134.347,7.219,134.464,7.317,22.242,134.23,6.984,134.286,7.075,22.0845,134.447,7.308,134.528,7.363,19.1608,131.131,3.018,131.193,3.061
SUBUNIT,Palmyra Atoll,1,false,-162.104,5.869,-162.057,5.891,7.05155,7.05155,-162.104,5.869,-162.057,5.891,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Panama,15,false,-83.054,7.205,-77.163,9.63,74530.3,73379.7,-83.054,7.205,-77.163,9.63,490.227,-81.883,7.321,-81.588,7.645,253.668,-78.975,8.219,-78.834,8.475,76.3345,-81.252,7.49,-81.033,7.582,60.9529,-82.431,8.212,-82.314,8.294
SUBUNIT,Pantelleria,1,false,11.922,36.741,12.054,36.843,83.0216,83.0216,11.922,36.741,12.054,36.843,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Papua New Guinea,53,false,140.849,-11.637,154.303,-1.346,455743.0,400121.0,140.849,-10.702,150.875,-2.589,35831.5,148.324,-6.322,152.418,-4.142,6929.51,150.738,-4.849,153.138,-2.555,1844.14,146.52,-2.229,147.445,-1.947,1266.19,150.423,-9.714,150.931,-9.337
SUBUNIT,Paracel Islands,7,false,111.192,15.775,112.737,16.934,5.38788,1.68401,111.192,15.775,111.209,15.79,0.979428,112.325,16.825,112.338,16.838,0.793863,112.725,16.657,112.737,16.67,0.769351,111.599,16.524,111.61,16.534,0.59051,112.333,16.923,112.342,16.934
SUBUNIT,Paraguay,1,false,-62.651,-27.587,-54.245,-19.286,399901.0,399901.0,-62.651,-27.587,-54.245,-19.286,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Peru,5,false,-81.338,-18.338,-68.684,-0.029,1.28987e6,1.28981e6,-81.338,-18.338,-68.684,-0.029,22.8883,-80.876,-6.477,-80.839,-6.374,18.0952,-77.254,-12.116,-77.181,-12.058,9.34685,-76.471,-13.857,-76.436,-13.822,9.31803,-76.221,-14.296,-76.175,-14.259
SUBUNIT,Peter I Island,1,false,-90.639,-68.818,-90.501,-68.726,43.4516,43.4516,-90.639,-68.818,-90.501,-68.726,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Philippines,97,false,116.954,4.655,126.618,21.123,293291.0,105515.0,119.755,12.535,124.189,18.646,94157.0,121.897,5.572,126.618,9.823,12890.7,122.395,9.035,123.576,10.997,12570.0,124.273,11.022,125.78,12.592,11581.9,121.853,10.43,123.175,11.934
SUBUNIT,Pitcairn Islands,4,false,-130.754,-25.078,-124.778,-23.924,42.5696,38.5422,-128.351,-24.414,-128.29,-24.324,3.17993,-130.121,-25.078,-130.086,-25.064,0.703702,-130.754,-23.935,-130.741,-23.924,0.143776,-124.798,-24.673,-124.778,-24.663,,,,,
SUBUNIT,Poland,1,false,14.123,48.994,24.144,54.839,313428.0,313428.0,14.123,48.994,24.144,54.839,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Portugal,3,false,-9.498,36.965,-6.205,42.154,87971.0,87951.4,-9.498,36.986,-6.205,42.154,11.497,-7.956,36.965,-7.853,37.001,8.04832,-9.08,38.818,-9.034,38.871,,,,,,,,,,
SUBUNIT,Prince Edward Islands,2,false,37.575,-46.966,37.978,-46.598,319.884,276.031,37.575,-46.966,37.896,-46.822,43.8529,37.861,-46.655,37.978,-46.598,,,,,,,,,,,,,,,
SUBUNIT,Principe,1,false,7.329,1.531,7.463,1.7,156.267,156.267,7.329,1.531,7.463,1.7,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Puerto Rico,4,false,-67.938,17.922,-65.244,18.523,9005.96,8780.37,-67.271,17.922,-65.591,18.523,150.873,-65.581,18.087,-65.275,18.17,48.2083,-67.938,18.052,-67.844,18.117,26.5045,-65.335,18.279,-65.244,18.341,,,,,
SUBUNIT,Puntland,1,false,46.466,5.998,51.418,11.99,138514.0,138514.0,46.466,5.998,51.418,11.99,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Qatar,1,false,50.75,24.559,51.617,26.161,11150.1,11150.1,50.75,24.559,51.617,26.161,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Republic Srpska,2,false,16.263,42.559,19.619,45.285,22858.8,11641.2,17.988,42.559,19.619,44.928,11217.6,16.263,44.067,18.77,45.285,,,,,,,,,,,,,,,
SUBUNIT,Republic of the Congo,1,false,11.114,-5.02,18.643,3.709,344889.0,344889.0,11.114,-5.02,18.643,3.709,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Rio Muni,1,false,9.346,0.924,11.337,2.342,24671.9,24671.9,9.346,0.924,11.337,2.342,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Romania,1,false,20.242,43.65,29.7,48.275,236377.0,236377.0,20.242,43.65,29.7,48.275,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Russia,212,true,26.944,41.192,-168.994,81.859,1.69396e7,1.65312e7,27.328,41.192,180.0,77.738,110411.0,-180.0,64.24,-169.641,68.983,75494.2,141.639,45.9,144.757,54.427,46845.4,53.631,73.243,69.034,77.014,33096.3,51.401,70.544,57.639,73.426
SUBUNIT,Rwanda,1,false,28.857,-2.827,30.888,-1.058,25305.1,25305.1,28.857,-2.827,30.888,-1.058,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Réunion,1,false,55.225,-21.371,55.855,-20.861,2582.42,2582.42,55.225,-21.371,55.855,-20.861,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Saint Barthelemy,1,false,-62.868,17.881,-62.791,17.93,24.4219,24.4219,-62.868,17.881,-62.791,17.93,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Saint Helena,1,false,-5.79,-16.016,-5.65,-15.902,124.923,124.923,-5.79,-16.016,-5.65,-15.902,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Saint Kitts and Nevis,2,false,-62.862,17.1,-62.536,17.416,264.122,175.53,-62.862,17.217,-62.624,17.416,88.5919,-62.627,17.1,-62.536,17.203,,,,,,,,,,,,,,,
SUBUNIT,Saint Lucia,1,false,-61.079,13.714,-60.882,14.112,605.133,605.133,-61.079,13.714,-60.882,14.112,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Saint Martin,1,false,-63.147,18.033,-63.01,18.123,68.2815,68.2815,-63.147,18.033,-63.01,18.123,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Saint Pierre and Miquelon,2,false,-56.397,46.752,-56.144,47.142,242.763,212.777,-56.397,46.78,-56.235,47.142,29.9863,-56.241,46.752,-56.144,46.812,,,,,,,,,,,,,,,
SUBUNIT,Saint Vincent and the Grenadines,5,false,-61.46,12.585,-61.123,13.381,367.728,329.506,-61.28,13.132,-61.123,13.381,20.9284,-61.278,12.974,-61.193,13.052,7.65319,-61.354,12.693,-61.314,12.734,6.83838,-61.46,12.585,-61.426,12.61,2.80259,-61.192,12.855,-61.174,12.884
SUBUNIT,Samoa,2,false,-172.783,-14.053,-171.437,-13.462,2780.42,1645.49,-172.783,-13.806,-172.175,-13.462,1134.93,-172.064,-14.053,-171.437,-13.805,,,,,,,,,,,,,,,
SUBUNIT,San Marino,1,false,12.385,43.892,12.493,43.983,60.3174,60.3174,12.385,43.892,12.493,43.983,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Sardinia,6,false,8.133,38.864,9.827,41.263,24113.7,23860.7,8.133,38.864,9.827,41.263,114.637,8.346,38.96,8.484,39.119,54.241,8.224,39.098,8.313,39.194,47.4821,8.209,40.993,8.345,41.127,19.6068,9.373,41.21,9.436,41.263
SUBUNIT,Sark,1,false,-2.379,49.411,-2.354,49.447,3.91643,3.91643,-2.379,49.411,-2.354,49.447,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Saudi Arabia,11,false,34.572,16.37,55.638,32.122,1.92173e6,1.9208e6,34.572,16.37,55.638,32.122,408.743,41.755,16.583,42.189,16.897,163.245,41.834,16.76,42.002,17.014,73.8869,36.776,25.361,36.962,25.497,66.2316,36.491,25.549,36.684,25.703
SUBUNIT,Scarborough Reef,1,false,117.751,15.15,117.756,15.155,0.0977859,0.0977859,117.751,15.15,117.756,15.155,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Scotland,47,false,-13.692,54.632,-0.754,60.848,78302.7,68625.8,-6.237,54.632,-1.759,58.678,2111.62,-7.127,57.733,-6.15,58.513,1618.09,-6.784,57.028,-5.647,57.703,935.468,-1.691,59.854,-1.034,60.644,890.073,-6.367,56.263,-5.648,56.654
SUBUNIT,Senegal,1,false,-17.537,12.305,-11.377,16.692,196225.0,196225.0,-17.537,12.305,-11.377,16.692,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Serbia,1,false,19.107,42.234,22.985,45.083,56483.4,56483.4,19.107,42.234,22.985,45.083,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Serranilla Bank,1,false,-78.641,15.862,-78.636,15.868,0.105289,0.105289,-78.641,15.862,-78.636,15.868,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Seychelles,26,false,46.207,-9.756,56.288,-3.791,435.664,163.897,55.365,-4.804,55.538,-4.56,122.564,46.207,-9.453,46.526,-9.337,41.8156,55.677,-4.359,55.788,-4.29,33.6625,46.276,-9.358,46.428,-9.326,22.3282,55.221,-4.505,55.27,-4.444
SUBUNIT,Shikoku,1,false,132.01,32.711,134.752,34.392,18504.2,18504.2,132.01,32.711,134.752,34.392,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Siachen Glacier,1,false,76.777,35.11,77.801,35.648,2088.06,2088.06,76.777,35.11,77.801,35.648,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Sicily,10,false,12.03,36.654,15.652,38.812,25763.5,25628.3,12.427,36.654,15.652,38.303,35.3611,14.899,38.45,14.98,38.523,22.0141,14.793,38.539,14.877,38.585,21.0496,14.945,38.364,15.008,38.433,15.1968,12.273,37.913,12.369,37.947
SUBUNIT,Sierra Leone,2,false,-13.302,6.919,-10.282,9.997,71611.6,70990.1,-13.302,6.919,-10.282,9.997,621.527,-12.952,7.389,-12.492,7.64,,,,,,,,,,,,,,,
SUBUNIT,Singapore,1,false,103.64,1.264,104.004,1.449,510.503,510.503,103.64,1.264,104.004,1.449,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Sint Maarten,1,false,-63.119,18.019,-63.017,18.063,23.358,23.358,-63.119,18.019,-63.017,18.063,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Slovakia,1,false,16.844,47.75,22.54,49.602,48457.9,48457.9,16.844,47.75,22.54,49.602,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Slovenia,1,false,13.365,45.423,16.516,46.864,20327.0,20327.0,13.365,45.423,16.516,46.864,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Solomon Islands,48,false,155.507,-12.291,168.826,-6.599,27198.8,5346.89,159.592,-9.938,160.827,-9.247,3858.44,160.581,-9.625,161.394,-8.302,3672.84,158.445,-8.563,159.901,-7.531,3066.37,161.28,-10.845,162.393,-10.2,2863.25,156.446,-7.433,157.53,-6.599
SUBUNIT,Somalia,1,false,40.965,-1.697,48.952,6.539,333301.0,333301.0,40.965,-1.697,48.952,6.539,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Somaliland,1,false,42.647,7.996,48.94,11.499,167407.0,167407.0,42.647,7.996,48.94,11.499,,,,,,,,,,,,,,,,,,,,
SUBUNIT,South Africa,1,false,16.469,-34.822,32.894,-22.126,1.2195e6,1.2195e6,16.469,-34.822,32.894,-22.126,,,,,,,,,,,,,,,,,,,,
SUBUNIT,South Georgia,3,false,-38.088,-54.888,-35.784,-53.972,3633.4,3609.51,-38.033,-54.888,-35.784,-53.972,20.2864,-37.11,-54.514,-37.018,-54.464,3.60536,-38.088,-54.004,-38.026,-53.988,,,,,,,,,,
SUBUNIT,South Island,9,false,166.466,-47.278,174.402,-40.502,152455.0,150335.0,166.466,-46.682,174.327,-40.502,1618.94,167.515,-47.278,168.261,-46.683,156.401,173.776,-40.928,173.97,-40.708,147.446,166.506,-45.742,166.755,-45.615,91.8855,166.89,-45.305,167.035,-45.149
SUBUNIT,South Korea,49,false,124.673,34.005,129.588,38.579,95453.6,92619.6,126.128,34.292,129.588,38.579,394.415,128.488,34.705,128.749,35.033,338.394,126.103,34.352,126.382,34.576,304.666,127.826,34.695,128.075,34.941,272.341,126.366,37.596,126.543,37.825
SUBUNIT,South Orkney Islands,3,false,-46.009,-60.773,-44.451,-60.516,505.435,405.087,-46.009,-60.738,-45.141,-60.516,81.9308,-44.848,-60.773,-44.451,-60.674,18.4168,-45.084,-60.711,-45.0,-60.631,,,,,,,,,,
SUBUNIT,South Sandwich Islands,9,false,-28.214,-59.473,-26.239,-56.272,288.094,108.231,-26.458,-58.499,-26.239,-58.381,44.3436,-26.658,-59.068,-26.499,-59.001,38.556,-26.514,-57.813,-26.356,-57.738,28.42,-27.212,-56.725,-27.092,-56.675,21.1927,-27.253,-59.472,-27.136,-59.437
SUBUNIT,South Sudan,1,false,24.121,3.49,35.921,12.217,626859.0,626859.0,24.121,3.49,35.921,12.217,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Southern Patagonian Ice Field,1,false,-73.589,-49.76,-73.057,-49.272,1408.88,1408.88,-73.589,-49.76,-73.057,-49.272,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Spain,8,false,-9.292,35.171,3.318,43.794,494272.0,494247.0,-9.292,36.006,3.318,43.794,13.1768,1.945,42.441,2.0,42.486,11.2345,-0.755,37.665,-0.726,37.775,0.426791,-2.436,35.178,-2.426,35.187,0.141155,-5.421,35.91,-5.415,35.916
SUBUNIT,Spratly Islands,12,false,114.027,9.679,115.849,11.118,11.9804,2.38175,115.812,10.72,115.834,10.736,1.84074,115.829,10.822,115.849,10.834,1.25933,114.358,10.175,114.372,10.188,1.21484,114.271,11.04,114.287,11.051,1.08026,115.009,11.107,115.022,11.118
SUBUNIT,Sri Lanka,5,false,79.655,5.923,81.891,9.83,66291.1,65966.2,79.696,5.923,81.891,9.83,109.4,79.698,8.973,79.917,9.104,96.5542,79.84,9.617,79.978,9.761,79.2401,81.725,7.479,81.824,7.74,39.791,79.655,9.483,79.731,9.556
SUBUNIT,Sudan,2,false,21.809,8.681,38.604,22.227,1.85562e6,1.85558e6,21.809,8.681,38.604,22.227,33.2824,37.243,20.749,37.284,20.856,,,,,,,,,,,,,,,
SUBUNIT,Suqutra,4,false,52.064,12.111,54.541,12.715,3814.93,3621.13,53.306,12.3,54.541,12.715,145.298,52.064,12.146,52.395,12.242,40.7304,52.985,12.128,53.088,12.181,7.77575,53.248,12.111,53.311,12.129,,,,,
SUBUNIT,Suriname,1,false,-58.068,1.833,-53.986,6.012,145123.0,145123.0,-58.068,1.833,-53.986,6.012,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Svalbard,22,false,10.484,74.347,33.641,80.771,62081.7,38664.9,10.676,76.566,21.552,80.068,14541.0,17.782,79.188,27.24,80.518,5413.34,20.831,77.237,24.425,78.257,1459.4,20.153,78.19,22.272,78.628,643.857,10.484,78.199,12.163,78.91
SUBUNIT,Sweden,41,false,11.108,55.342,24.164,69.037,446173.0,440539.0,11.108,55.342,24.164,69.037,2957.38,18.099,56.912,19.086,57.924,1259.69,16.391,56.217,17.125,57.359,321.507,11.406,58.072,11.816,58.292,122.636,11.497,57.935,11.746,58.065
SUBUNIT,Switzerland,1,false,5.954,45.82,10.467,47.802,41435.5,41435.5,5.954,45.82,10.467,47.802,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Syria,1,false,35.723,32.313,42.378,37.325,185675.0,185675.0,35.723,32.313,42.378,37.325,,,,,,,,,,,,,,,,,,,,
SUBUNIT,São Tomé,1,false,6.461,0.024,6.761,0.411,880.889,880.889,6.461,0.024,6.761,0.411,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Taiwan,8,false,118.279,21.904,122.006,25.288,36197.9,35857.6,120.052,21.904,122.006,25.288,154.039,118.279,24.39,118.468,24.528,66.7841,119.527,23.516,119.671,23.611,48.6484,121.492,22.007,121.589,22.083,19.6105,119.442,23.562,119.518,23.651
SUBUNIT,Tajikistan,3,false,67.342,36.678,75.165,41.04,142239.0,142089.0,67.342,36.678,75.165,41.04,119.447,70.482,39.766,70.707,39.883,30.4997,70.549,40.935,70.646,41.019,,,,,,,,,,
SUBUNIT,Tanzania,3,false,29.321,-11.732,40.45,-0.985,939006.0,938516.0,29.321,-11.732,40.45,-0.985,422.291,39.587,-7.994,39.911,-7.637,67.764,39.696,-8.093,39.802,-7.991,,,,,,,,,,
SUBUNIT,Tasmania,12,false,143.837,-43.642,148.485,-39.571,68115.3,64338.7,144.605,-43.642,148.365,-40.64,1371.68,147.757,-40.271,148.334,-39.711,1110.18,143.837,-40.128,144.145,-39.571,457.629,147.998,-40.504,148.485,-40.304,272.499,147.086,-43.509,147.366,-43.261
SUBUNIT,Thailand,20,false,97.351,5.629,105.651,20.446,514453.0,512523.0,97.351,5.629,105.651,20.446,557.039,98.254,7.767,98.44,8.192,234.479,99.926,9.418,100.091,9.587,219.921,102.249,11.961,102.444,12.154,145.225,99.6,6.492,99.705,6.724
SUBUNIT,The Bahamas,44,false,-79.595,20.912,-72.746,26.929,12603.9,3574.05,-78.443,24.272,-77.718,25.207,1580.41,-73.704,20.912,-73.004,21.341,1403.3,-77.943,23.72,-77.516,24.303,1310.73,-77.963,25.885,-77.014,26.929,1060.64,-78.998,26.491,-77.902,26.811
SUBUNIT,Tobago,1,false,-60.848,11.143,-60.522,11.352,290.829,290.829,-60.848,11.143,-60.522,11.352,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Togo,1,false,-0.167,6.1,1.783,11.135,56863.4,56863.4,-0.167,6.1,1.783,11.135,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Tokelau,2,false,-172.503,-9.362,-171.185,-8.543,4.23497,2.19628,-171.206,-9.362,-171.185,-9.33,2.03869,-172.503,-8.587,-172.479,-8.543,,,,,,,,,,,,,,,
SUBUNIT,Tonga,10,false,-176.22,-22.339,-173.914,-15.559,603.109,257.336,-175.365,-21.268,-175.05,-21.062,119.437,-174.073,-18.706,-173.914,-18.566,78.7344,-174.984,-21.455,-174.908,-21.284,41.8299,-175.101,-19.802,-175.046,-19.711,41.1203,-175.687,-15.625,-175.612,-15.559
SUBUNIT,Trinidad,1,false,-61.929,10.042,-60.907,10.846,4832.09,4832.09,-61.929,10.042,-60.907,10.846,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Tristan da Cunha,2,false,-12.336,-40.398,-9.895,-37.055,152.821,79.4962,-12.336,-37.15,-12.191,-37.055,73.3248,-10.04,-40.398,-9.895,-40.301,,,,,,,,,,,,,,,
SUBUNIT,Tromelin Island,1,false,54.514,-15.895,54.522,-15.885,0.348507,0.348507,54.514,-15.895,54.522,-15.885,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Tunisia,4,false,7.479,30.228,11.565,37.346,156613.0,155958.0,7.479,30.228,11.565,37.346,496.054,10.727,33.64,11.061,33.897,110.641,11.122,34.663,11.305,34.826,48.763,10.964,34.62,11.111,34.672,,,,,
SUBUNIT,Turkey,6,false,25.663,35.819,44.807,42.099,780080.0,756231.0,26.069,35.819,44.807,42.099,23386.6,26.033,40.049,29.11,42.098,291.085,25.663,40.097,26.013,40.243,108.361,27.526,40.576,27.733,40.664,40.7514,25.978,39.784,26.084,39.846
SUBUNIT,Turkmenistan,3,false,52.437,35.14,66.646,42.792,470849.0,470734.0,52.437,35.14,66.646,42.792,75.9115,53.026,38.755,53.103,39.098,39.0874,53.462,39.508,53.54,39.598,,,,,,,,,,
SUBUNIT,Turks and Caicos Islands,12,false,-72.482,21.29,-71.128,21.96,445.213,134.233,-71.851,21.743,-71.63,21.857,98.3301,-72.341,21.748,-72.124,21.863,97.7804,-72.037,21.828,-71.857,21.96,50.3016,-71.591,21.662,-71.451,21.767,19.5851,-72.482,21.63,-72.433,21.71
SUBUNIT,Tuvalu,9,false,176.125,-9.421,179.907,-5.677,23.0184,8.59585,179.191,-8.543,179.218,-8.46,5.51829,178.665,-7.499,178.695,-7.454,2.95361,178.373,-8.071,178.391,-8.026,2.04384,176.125,-5.707,176.149,-5.677,1.81098,177.337,-6.122,177.357,-6.108
SUBUNIT,UNDOF,1,false,35.757,32.744,35.924,33.432,264.979,264.979,35.757,32.744,35.924,33.432,,,,,,,,,,,,,,,,,,,,
SUBUNIT,US Naval Base Guantanamo Bay,2,false,-75.233,19.891,-75.094,19.972,65.3528,38.1247,-75.166,19.891,-75.094,19.972,27.2281,-75.233,19.9,-75.156,19.971,,,,,,,,,,,,,,,
SUBUNIT,Uganda,1,false,29.548,-1.476,35.007,4.22,241854.0,241854.0,29.548,-1.476,35.007,4.22,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Ukraine,4,false,22.132,45.213,40.16,52.369,571999.0,571823.0,22.132,45.213,40.16,52.369,81.188,31.504,46.149,32.167,46.374,53.3131,32.619,46.012,33.058,46.067,41.8472,29.73,45.591,30.126,45.812,,,,,
SUBUNIT,Ulleungdo,1,false,130.805,37.455,130.921,37.546,73.0934,73.0934,130.805,37.455,130.921,37.546,,,,,,,,,,,,,,,,,,,,
SUBUNIT,United Arab Emirates,10,false,51.569,22.62,56.384,26.075,71085.0,70368.8,51.569,22.62,56.384,26.075,285.091,53.627,24.13,53.965,24.276,125.203,53.184,24.262,53.448,24.413,82.6127,52.556,24.253,52.651,24.374,63.4393,54.334,24.42,54.471,24.523
SUBUNIT,United States,149,false,-124.735,24.542,-66.977,49.37,7.94204e6,7.93089e6,-124.735,25.121,-66.977,49.37,3533.4,-74.04,40.541,-71.857,41.163,432.002,-122.756,47.904,-122.346,48.402,302.824,-92.037,29.483,-91.713,29.649,282.99,-68.435,44.223,-68.176,44.44
SUBUNIT,United States Virgin Islands,3,false,-65.042,17.682,-64.559,18.387,354.793,213.478,-64.896,17.682,-64.559,17.793,81.885,-65.042,18.304,-64.84,18.387,59.4292,-64.802,18.303,-64.66,18.374,,,,,,,,,,
SUBUNIT,Uruguay,1,false,-58.44,-34.974,-53.11,-30.096,177342.0,177342.0,-58.44,-34.974,-53.11,-30.096,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Uzbekistan,3,false,55.975,37.185,73.149,45.559,447831.0,447374.0,55.975,37.185,73.149,45.559,399.439,70.952,39.874,71.245,40.158,58.3037,71.665,39.9,71.79,39.99,,,,,,,,,,
SUBUNIT,Vanuatu,27,false,166.52,-20.254,169.899,-13.064,12296.6,4078.04,166.522,-15.659,167.248,-14.625,2104.39,167.144,-16.588,167.844,-15.867,890.088,168.982,-19.0,169.337,-18.618,887.607,168.151,-17.824,168.586,-17.532,691.211,167.912,-16.362,168.33,-16.08
SUBUNIT,Vatican,1,false,12.452,41.902,12.455,41.904,0.0122038,0.0122038,12.452,41.902,12.455,41.904,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Venezuela,29,false,-73.392,0.649,-59.815,15.703,912684.0,909122.0,-73.392,0.649,-59.815,12.199,1029.99,-64.409,10.857,-63.787,11.18,958.016,-61.177,8.595,-60.686,8.893,203.027,-61.271,8.507,-60.992,8.611,201.15,-61.092,8.822,-60.838,9.034
SUBUNIT,Vietnam,25,false,102.118,8.565,109.473,23.367,328892.0,326814.0,102.118,8.565,109.473,23.367,557.1,103.846,10.007,104.086,10.451,229.499,106.751,10.405,106.875,10.667,224.38,107.372,21.047,107.607,21.278,162.052,106.909,20.704,107.108,20.877
SUBUNIT,Vojvodina,1,false,18.844,44.631,21.54,46.174,21145.3,21145.3,18.844,44.631,21.54,46.174,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Volcano Islands,3,false,141.27,24.212,141.471,25.453,36.3487,26.218,141.289,24.726,141.366,24.795,7.94384,141.27,25.417,141.3,25.453,2.18681,141.452,24.212,141.471,24.228,,,,,,,,,,
SUBUNIT,Wake Atoll,1,false,166.619,19.275,166.653,19.306,3.91612,3.91612,166.619,19.275,166.653,19.306,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Wales,3,false,-5.311,51.384,-2.647,53.427,20794.9,20082.1,-5.311,51.384,-2.647,53.352,675.862,-4.572,53.129,-4.042,53.427,36.9512,-4.694,53.239,-4.558,53.324,,,,,,,,,,
SUBUNIT,Wallis and Futuna,2,false,-178.186,-14.32,-176.125,-13.208,139.33,75.9853,-176.2,-13.351,-176.125,-13.208,63.3447,-178.186,-14.32,-178.046,-14.232,,,,,,,,,,,,,,,
SUBUNIT,Walloon Region,2,false,2.842,49.495,6.375,50.812,16987.2,16926.4,3.162,49.495,6.375,50.809,60.7463,2.842,50.696,3.024,50.812,,,,,,,,,,,,,,,
SUBUNIT,West Bank,1,false,34.867,31.344,35.573,32.543,5734.91,5734.91,34.867,31.344,35.573,32.543,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Western Sahara,1,false,-17.105,20.766,-8.68,27.662,90495.4,90495.4,-17.105,20.766,-8.68,27.662,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Yemen,5,false,42.545,12.598,53.091,18.996,449260.0,448951.0,42.61,12.598,53.091,18.996,114.748,42.691,13.919,42.802,14.072,108.514,42.545,15.268,42.636,15.458,66.5302,42.685,13.663,42.795,13.78,18.6456,43.39,12.632,43.449,12.674
SUBUNIT,Zambia,1,false,21.979,-18.07,33.675,-8.194,751914.0,751914.0,21.979,-18.07,33.675,-8.194,,,,,,,,,,,,,,,,,,,,
SUBUNIT,Zanzibar,4,false,39.177,-6.463,39.879,-4.89,2499.12,1556.84,39.177,-6.463,39.575,-5.718,892.421,39.643,-5.455,39.879,-4.89,30.9821,39.569,-5.478,39.663,-5.394,18.8738,39.212,-5.859,39.239,-5.769,,,,,
SUBUNIT,Zimbabwe,1,false,25.219,-22.398,33.043,-15.614,389338.0,389338.0,25.219,-22.398,33.043,-15.614,,,,,,,,,,,,,,,,,,,,
